Column,char,dialog,movie
2178,GANDALF,"Yes, There It Lies. This City Has Dwelt Ever In The Sight Of Its Shadow.",The Return of the King
2179,PIPPIN,A Storm Is Coming.,The Return of the King
2180,GANDALF,"This Is Not The Weather Of The World. This Is A Device Of Sauron's Making. A Broil Of Fume He Sends Ahead Of His Host. The Orcs Of Mordor Have No Love Of Daylight, So He Covers The Face Of The Sun To Ease Their Passage Along The Road To War. When The Shadow Of Mordor Reaches This City It Will Begin.",The Return of the King
2181,PIPPIN,"Well' Minas Tirith' Very Impressive. ,so Where Are Off To Next?",The Return of the King
2182,GANDALF,"Oh, It's Too Late For That Peregrin. There's No Leaving This City. , Help Must Come To Us.",The Return of the King
2183,FRODO,But I Know You Have Something To Do With It.,The Fellowship of the Ring
2184,GANDALF,Good Gracious Me!,The Fellowship of the Ring
2185,FRODO,Before You Came Along We Bagginses Were Very Well Thought Of.,The Fellowship of the Ring
2186,GANDALF,Indeed?,The Fellowship of the Ring
2187,FRODO,"We Never Had Any Adventures, Or Did Anything Unexpected.",The Fellowship of the Ring
2188,GANDALF,"If You're Referring To The Incident With The Dragon, I Was Barely Involved. All I Did Was Give Your Uncle A Little Nudge Out Of The Door.",The Fellowship of the Ring
2189,FRODO,"Whatever You Did, You've Been Officially Labelled As A 'disturber Of The Peace.'",The Fellowship of the Ring
2190,GANDALF,Oh Really?,The Fellowship of the Ring
2191,CHILDREN HOBBITS,Gandalf! Gandalf!,The Fellowship of the Ring
2192,CHILDREN HOBBITS,Fireworks Gandalf! Gandalf! Fireworks Gandalf!,The Fellowship of the Ring
2193,CHILDREN HOBBITS,Hooooraaaay!,The Fellowship of the Ring
2194,FRODO,"Gandalf, I'm Glad You're Back.",The Fellowship of the Ring
2195,SAM,You Treacherous Little Toad!,The Return of the King
2196,GOLLUM,"No, No! Master!",The Return of the King
2197,FRODO,No Sam! Leave Him Alone!,The Return of the King
2198,SAM,I Heard It From His Own Mouth. He Means To Murder Us.,The Return of the King
2199,GOLLUM,"Never! Smeagol Wouldn't Hurt A Fly! , Aaaagh He Is A Horrid, Fat Hobbit Who Hates Smeagol And Who Makes Up Nasty Lies!",The Return of the King
2200,SAM,You Miserable Little Maggot! I'll Stove Your Head In!,The Return of the King
2201,FRODO,Sam!,The Return of the King
2202,SAM,Call Me A Liar? You're A Liar!,The Return of the King
2203,GOLLUM,Waaaah!,The Return of the King
2204,FRODO,If You Scare Him Off Then We Are Lost!,The Return of the King
2205,SAM,I Don't Care! I Can't Do It Mr Frodo! I Won't Wait Around For Him To Kill Us!,The Return of the King
2206,FRODO,I'm Not Sending Him Away.,The Return of the King
2207,SAM,You Don't See It Do You? He's A Villain.,The Return of the King
2208,FRODO,We Can't Do This By Ourselves Sam. Not Without A Guide. I Need You On My Side.,The Return of the King
2209,MERRY,No,The Fellowship of the Ring
2210,PIPPIN,I Think We Are,The Fellowship of the Ring
2211,SAM,Ssh! Gandalf's Thinking,The Fellowship of the Ring
2212,PIPPIN,Merry!,The Fellowship of the Ring
2213,MERRY,What!,The Fellowship of the Ring
2214,PIPPIN,I'm Hungry,The Fellowship of the Ring
2215,FRODO,There's Something Down There,The Fellowship of the Ring
2216,GANDALF,It's Gollum,The Fellowship of the Ring
2217,FRODO,Gollum!,The Fellowship of the Ring
2218,GANDALF,He's Been Following Us For Three Days,The Fellowship of the Ring
2219,FRODO,He Escaped The Dungeons Of Barad-d'r!,The Fellowship of the Ring
2220,GANDALF,"Escaped , Or Was Set Loose And Now The Ring Has Drawn Him Here ,  He Won't Ever Be Rid Of His Need For It.  He Hates And Loves The Ring, As He Hates And Loves Himself.  Smeagol's Life Is A Sad Story ,  Yes , He Was Once Called, Before The Ring Found Him. Before It Drove Him Mad",The Fellowship of the Ring
2221,FRODO,It's A Pity Bilbo Didnt Kill Him When He Had The Chance,The Fellowship of the Ring
2222,GANDALF,"Pity ?  It Was Pity That Stayed Bilbo's Hand.  Many That Live Deserve Death And Many That Die, Deserve Life. Can You Give It To Them Frodo ? Do Not Be Too Eager To Deal Out Death And Judgement Even The Very Wise Cannot See All Ends.  My Heart Tells Me That Gollum Has Some Part To Play, Yet For Good Or Ill.... Before This Is Over.  , The Pity Of Bilbo, May Rule The Fate Of Many",The Fellowship of the Ring
2223,FRODO,I Wish The Ring Had Never Come To Me.  I Wish None Of This Had Happened.,The Fellowship of the Ring
2224,GANDALF,"So Do All Who Live To See Such Times, But That Is Not For Them To Decide.  All We Have To Decide Is What To Do With The Time That Is Given To Us.  There Are Other Forces At Work In This World, Frodo, Besides The Will Of Evil.  Bilbo Was Meant To Find The Ring, In Which Case You Also Were Meant To Have It And That Is An Encouraging Thought. Oh! Its That Way",The Fellowship of the Ring
2225,BARLIMAN,"Good Evening Little Masters.  What Can I Do For You ? If You're Looking For Accomodation, We've Got Some Nice, Cosy Hobbit Sized Rooms Available.  Always Proud To Cater To The Little Folk, Mr Err... ?",The Fellowship of the Ring
2226,FRODO,"Underhill, My Name's Underhill",The Fellowship of the Ring
2227,BARLIMAN,"Underhill , Yes..",The Fellowship of the Ring
2228,FRODO,We're Friends Of Gandalf The Grey. Can You Tell Him We've Arrived?,The Fellowship of the Ring
2229,BARLIMAN,"Gandalf ?  ,gandalf ? Oh Yes!  I Remember!  Elderly Chap! Big Grey Beard, Pointy Hat.  , Not Seen Him For Six Months.",The Fellowship of the Ring
2230,SAM,What Do We Do Now ?,The Fellowship of the Ring
2231,FRODO,Sam. He'll Be Here.  He'll Come.,The Fellowship of the Ring
2232,PIPPIN,What's That ?,The Fellowship of the Ring
2233,MERRY,"This My Friend, Is A Pint!",The Fellowship of the Ring
2234,PIPPIN,It Comes In Pints ?,The Fellowship of the Ring
2235,MERRY,Hmmmhmmm,The Fellowship of the Ring
2236,PIPPIN,I'm Getting One!,The Fellowship of the Ring
2237,SAM,You've Had A Whole Half Already!,The Fellowship of the Ring
2238,SAM,That Fellow's Done Nothing But Stare At You Since We Arrived!,The Fellowship of the Ring
2239,GANDALF,"So Am I Dear Boy. , So Am I.",The Fellowship of the Ring
2240,BILBO,"No Thank You! We Don't Want Any More Visitors, Well Wishers Or Distant Relations!",The Fellowship of the Ring
2241,GANDALF,And What About Very Old Friends?,The Fellowship of the Ring
2242,BILBO,Gandalf?,The Fellowship of the Ring
2243,GANDALF,Bilbo Baggins.,The Fellowship of the Ring
2244,BILBO,My Dear Gandalf!,The Fellowship of the Ring
2245,GANDALF,"It's Good To See You. One Hundred And Eleven Years Old Who Would Believe It. , You Haven't Aged A Day!",The Fellowship of the Ring
2246,BILBO,"Come On, Come In! Welcome, Welcome. Oh, Here We Are.",The Fellowship of the Ring
2247,BILBO,"Tea Or Maybe Something A Little Stronger? I've Got A Few Bottles Of The Old Winyard Left, 1296, A Very Good Year, Almost As Old As I Am.",The Fellowship of the Ring
2248,BILBO,"It Was Laid Down By My Father, What Say We Open One Eh?",The Fellowship of the Ring
2249,GANDALF,"Just Tea, Thank You.",The Fellowship of the Ring
2250,GANDALF,Owwwh!,The Fellowship of the Ring
2251,BILBO,I Was Expecting You Sometime Last Week. Not That It Matters; You Come And Go As You Please. Always Have Done And Always Will.,The Fellowship of the Ring
2252,SAM,I'm On Your Side Mr Frodo,The Return of the King
2253,FRODO,"I Know Sam, I Know. Trust Me. Come Smeagol.",The Return of the King
2254,EOWYN,What Time Is It?,The Return of the King
2255,EOWYN,"I Dreamed I Saw A Great Wave Climbing Over Green Lands And Above The Hills. I Stood Upon The Brink. It Was Utterly Dark In The Abyss Before My Feet. A Light Shone Behind Me But I Could Not Turn , I Could Only Stand There, Waiting.",The Return of the King
2256,ARAGORN,Night Changes Many Thoughts. Sleep Eowyn. Sleep While You Can.,The Return of the King
2257,LEGOLAS,"The Stars Are Veiled. Something Stirs In The East, A Sleepless Malice , The Eye Of The Enemy Is Moving.",The Return of the King
2258,MERRY,What Are You Doing?,The Return of the King
2259,MERRY,Pippin!,The Return of the King
2260,MERRY,Pippin!,The Return of the King
2261,MERRY,Pippin! Are You Mad?,The Return of the King
2262,PIPPIN,"I Just Want To Look At It, Just One More Time.",The Return of the King
2263,MERRY,Put It Back!,The Return of the King
2264,MERRY,Pippin!,The Return of the King
2265,MERRY,No!,The Return of the King
2266,MERRY,He's Remembered,The Fellowship of the Ring
2267,GANDALF,"No, But The Air Doesnt Smell So Foul Down Here.  If In Doubt, Meriadoc, Always Follow Your Nose.",The Fellowship of the Ring
2268,GANDALF,"Let Me Risk A Little More Light , Behold The Great Realm And Dwarf City Of Dwarrowdelf.",The Fellowship of the Ring
2269,SAM,There's An Eye-opener And No Mistake,The Fellowship of the Ring
2270,GIMLI,Oh!,The Fellowship of the Ring
2271,GANDALF,Gimli!,The Fellowship of the Ring
2272,GIMLI,"No, No , No",The Fellowship of the Ring
2273,GANDALF,"Here Lies Balin, Son Of Fundin, Lord Of Moria. ,  He Is Dead Then. ,  Its As I Feared.",The Fellowship of the Ring
2274,LEGOLAS,"We Must Move On, We Cannot Linger.",The Fellowship of the Ring
2275,GANDALF,"They Have Taken The Bridge And The Second Hall.  We Have Barred The Gates, But Cannot Hold Them For Long.  The Ground Shakes.  Drums , Drums In The Deep. We Cannot Get Out. , A Shadow Moves In The Dark. , we Cannot Get Out. They Are Coming.",The Fellowship of the Ring
2276,GANDALF,"Fool Of A Took!  ,  Throw Yourself In Next Time, And Rid Us Of Your Stupidity!",The Fellowship of the Ring
2277,SAM,Frodo!,The Fellowship of the Ring
2278,LEGOLAS,Orcs!,The Fellowship of the Ring
2279,ARAGORN,Get Back! And Stay Close To Gandalf.,The Fellowship of the Ring
2280,FRODO,Excuse Me. That Man In The Corner.  Who Is He ?,The Fellowship of the Ring
2281,BARLIMAN,"He's One Of Them Rangers. They're Dangerous Folk They Are.  Wandering The Wilds.  What His Right Name Is, I've Never Heard, But Round Here, He's Known As Strider.",The Fellowship of the Ring
2282,FRODO,Strider,The Fellowship of the Ring
2283,RING,Baggins.... Baggins.... Baggins ....Baggins!  Baggins!,The Fellowship of the Ring
2284,PIPPIN,"Baggins ?  Sure I Know A Baggins!  He's Over There.  Frodo Baggins! He's My Second Cousin Once Removed On His Mother's Side , And My Third Cousin Twice Removed On His Father's Side, If You Follow Me.",The Fellowship of the Ring
2285,FRODO,Pippin!,The Fellowship of the Ring
2286,PIPPIN,Steady On!,The Fellowship of the Ring
2287,MEN,Oh!,The Fellowship of the Ring
2288,SAURON VOICE,"You Cannot Hide!  , i See You! ,there Is No Life In The Void , Only Death!",The Fellowship of the Ring
2289,STRIDER,You Draw Far Too Much Attention To Yourself Mr Underhill!,The Fellowship of the Ring
2290,FRODO,What Do You Want ?,The Fellowship of the Ring
2291,STRIDER,A Little More Caution From You!  That Is No Trinket You Carry!,The Fellowship of the Ring
2292,FRODO,I Carry Nothing,The Fellowship of the Ring
2293,STRIDER,"Indeed , i Can Avoid Being Seen If I Wish.  But To Disappear Entirely That Is A Rare Gift!",The Fellowship of the Ring
2294,BILBO,"You've Caught Me A Bit Unprepared I'm Afraid Urm We've Only Got Cold Chicken And A Bit Of Pickle Oh And There's Some Cheese Here, Oh No That Wont Do! Urm We've Got Raspberry Jam, An Apple Tart , But We've Not Much For Afters. Oh No We're All Right, I've Found Some Sponge Cake! , I Can Make You Some Eggs If You ' Oh'. Gandalf?",The Fellowship of the Ring
2295,GANDALF,"Just Tea, Thank You.",The Fellowship of the Ring
2296,BILBO,"Oh Right. , You Don't Mind If I Do, Do You?",The Fellowship of the Ring
2297,GANDALF,Oh Not At All!,The Fellowship of the Ring
2298,VOICE,Bilbo! Bilbo Baggins!,The Fellowship of the Ring
2299,BILBO,"I'm Not At Home! , It's The Sackville-bagginses.",The Fellowship of the Ring
2300,VOICE,I Know You're In There!,The Fellowship of the Ring
2301,BILBO,"They're After The House! , They've Never Forgiven Me For Living This Long. I've Got To Get Away From These Confounded Relatives Hanging On The Bell All Day, Never Giving Me A Moment's Peace. , I Want To See Mountains Again, Mountains Gandalf. , And Then Find Somewhere Quiet Where I Can Finish My Book. Oh, Tea!",The Fellowship of the Ring
2302,GANDALF,So You Mean To Go Through With Your Plan Then?,The Fellowship of the Ring
2303,BILBO,"Yes, Yes, It's All In Hand. All The Arrangements Are Made. , Oh, Thank You.",The Fellowship of the Ring
2304,GANDALF,Frodo Suspects Something.,The Fellowship of the Ring
2305,BILBO,"Of Course He Does, He's A Baggins, Not Some Blockheaded Bracegirdle From Hardbottle.",The Fellowship of the Ring
2306,GANDALF,You Will Tell Him Wont You?,The Fellowship of the Ring
2307,MERRY,Pippin!,The Return of the King
2308,LEGOLAS,He Is Here!,The Return of the King
2309,SAURON,I See You!,The Return of the King
2310,MERRY,Pippin!,The Return of the King
2311,MERRY,Help! Gandalf Help!,The Return of the King
2312,MERRY,Help Him!,The Return of the King
2313,MERRY,Pippin!,The Return of the King
2314,GANDALF,Fool Of A Took!,The Return of the King
2315,GANDALF,No.,The Return of the King
2316,GANDALF,Look At Me.,The Return of the King
2317,PIPPIN,"Gandalf, Forgive Me!",The Return of the King
2318,GANDALF,Look At Me! What Did You See?,The Return of the King
2319,PIPPIN,"A Tree, There Was A White Tree In A Courtyard Of Stone. It Was Dead. ,the City Was Burning.",The Return of the King
2320,GANDALF,Minas Tirith? Is That What You Saw?,The Return of the King
2321,BOROMIR,They Have A Cave Troll!,The Fellowship of the Ring
2322,GIMLI,Agh!  Let Them Come There's One Dwarf Yet In Moria Who Still Draws Breath.,The Fellowship of the Ring
2323,ARAGORN,Pull!,The Fellowship of the Ring
2324,FRODO,Who Are You ?,The Fellowship of the Ring
2325,STRIDER,Are You Frightened?,The Fellowship of the Ring
2326,FRODO,Yes,The Fellowship of the Ring
2327,STRIDER,Not Nearly Frightened Enough. I Know What Hunts You.,The Fellowship of the Ring
2328,SAM,Let Him Go!  Or I'll Have You Longshanks!,The Fellowship of the Ring
2329,STRIDER,You Have A Stout Heart Little Hobbit! But That Will Not Save You.  You Can No Longer Wait For The Wizard Frodo. They're Coming,The Fellowship of the Ring
2330,FRODO,What Are They ?,The Fellowship of the Ring
2331,STRIDER,"They Were Once Men. Great Kings Of Men.  The Sauron The Deciever  Gave To Them Nine Rings Of Power. Blinded By Their Greed They Took Them Without Question. One By One Falling Into Darkness ,now They Are Slaves To His Will. They Are The Nazg'l. Ringwraiths.  Neither Living Nor Dead. At All Times They Feel The Presence Of The Ring , Drawn To The Power Of The One , They Will Never Stop Hunting You.",The Fellowship of the Ring
2332,FRODO,Where Are You Taking Us ?,The Fellowship of the Ring
2333,STRIDER,Into The Wild,The Fellowship of the Ring
2334,MERRY,How Do We Know This Strider Is A Friend Of Gandalf ?,The Fellowship of the Ring
2335,FRODO,"I Think A Servant Of The Enemy Would Look Fairer, But Feel Fouler.",The Fellowship of the Ring
2336,MERRY,He's Foul Enough,The Fellowship of the Ring
2337,FRODO,We Have No Choice But To Trust Him,The Fellowship of the Ring
2338,BILBO,"Yes, Yes.",The Fellowship of the Ring
2339,GANDALF,He's Very Fond Of You.,The Fellowship of the Ring
2340,BILBO,"I Know, He'd Probably Come With Me If I Asked Him To. I Think In His Heart Frodo's Still In Love With The Shire, The Woods, The Fields And The Little Rivers. I Am Old Gandalf. I Know I Don't Look It, But I'm Beginning To Feel It In My Heart. , I Feel Thin, Sort Of Stretched Like Butter Scraped Over Too Much Bread. I Need A Holiday, A Very Long Holiday. And I Don't Expect That I Shall Return. In Fact, I Mean Not To.",The Fellowship of the Ring
2341,BILBO,"Old Toby, The Finest Weed In The Southfarthing.",The Fellowship of the Ring
2342,BILBO,"Gandalf My Old Friend, This Will Be A Night To Remember.",The Fellowship of the Ring
2343,PIPPIN,"I Saw' I Saw Him! , I Could Hear His Voice In My Head.",The Return of the King
2344,GANDALF,And What Did You Tell Him? Speak!,The Return of the King
2345,PIPPIN,He Asked Me My Name. I Didn't Answer. He Hurt Me!,The Return of the King
2346,GANDALF,What Did You Tell Him About Frodo And The Ring?,The Return of the King
2347,GANDALF,There Was No Lie In Pippin's Eyes. A Fool But An Honest Fool He Remains.,The Return of the King
2348,GANDALF,"He Told Sauron Nothing Of Frodo And The Ring. ,we've Been Strangely Fortunate. Pippin Saw In The Palantir A Glimpse Of The Enemy's Plan. Sauron Moves To Strike The City Of Minas Tirith.",The Return of the King
2349,GAN DALF,"His Defeat At Helm's Deep Showed Our Enemy One Thing. , He Knows The Heir Of Elendil Has Come Forth , Men Are Not As Weak As He Supposed. There Is Courage Still. Strength Enough, Perhaps, To Challenge Him. Sauron Fears This. He Will Not Risk The Peoples Of Middle Earth Uniting Under One Banner. , He Will Raze Minas Tirith To The Ground , Before He Sees A King Return To The Throne Of Men. If The Beacons Of Gondor Are Lit Rohan Must Be Ready For War.",The Return of the King
2350,THEODEN,Tell Me! Why Should We Ride To The Aid Of Those Who Did Not Come To Ours? What Do We Owe Gondor?,The Return of the King
2351,ARAGORN,I Will Go!,The Return of the King
2352,GANDALF,No!,The Return of the King
